node_from,node_to,weight
544,717,18
6,726,24
2,889,27
32,913,28
850,990,18
948,999,17
363,1005,20
139,1164,21
5,1176,22
4,1335,21
1318,1349,15
1275,1469,23
36,46,16
9,185,32
186,354,25
56,374,29
44,376,29
274,385,26
2,386,20
92,473,17
0,535,20
249,545,21
455,588,21
349,631,21
62,681,29
486,706,27
230,745,30
493,763,24
150,949,23
341,965,24
236,984,27
322,1028,32
461,1039,27
297,1200,30
19,1230,20
755,1244,20
1194,1274,28
468,1330,18
1307,1391,18
228,1400,23
478,1489,24
16,27,28
12,123,22
80,307,29
9,316,24
331,360,24
29,362,22
27,365,24
70,383,24
41,392,16
110,488,21
92,722,21
495,739,33
4,776,17
7,895,26
247,911,23
889,922,25
138,1086,23
375,1104,17
64,1127,20
1075,1128,24
923,1240,26
255,1316,25
87,1390,15
358,1446,17
66,110,22
19,134,26
0,162,27
19,170,18
3,218,16
0,240,22
55,289,23
29,352,24
110,361,27
310,429,35
60,431,21
60,452,29
468,555,30
58,577,21
403,618,25
486,646,23
396,647,20
553,725,17
609,833,22
162,836,27
406,866,18
0,934,23
668,945,27
19,968,21
366,1072,24
6,1186,14
152,1352,21
95,176,20
29,319,25
93,415,27
78,420,22
35,479,20
270,591,28
402,644,19
269,748,23
194,792,24
182,801,20
161,1155,21
84,1222,26
692,1351,15
826,1391,13
99,1397,25
32,1439,23
1421,1471,24
893,1481,16
16,24,25
8,53,23
11,57,29
22,57,28
44,144,25
51,309,19
27,310,20
22,318,22
56,353,28
44,539,27
134,636,17
338,799,27
254,859,23
814,928,26
70,937,17
669,949,26
387,1028,23
153,1221,19
457,1247,16
2,1427,24
880,1486,25
11,37,18
0,81,21
85,88,19
164,241,27
158,409,35
42,578,14
225,643,24
88,890,13
937,1011,28
144,1057,26
529,1098,24
706,1230,28
516,1284,25
1059,1288,25
929,1331,27
1088,1382,26
40,1478,26
2,6,37
1,323,17
363,391,25
328,493,28
424,649,25
481,727,18
347,966,20
1,998,28
899,1083,20
478,1120,23
900,1124,24
463,1215,20
119,1237,23
443,1285,27
321,1309,23
104,1387,23
130,144,23
15,146,33
0,190,26
9,204,31
180,349,20
402,411,28
185,438,27
325,566,24
82,721,17
343,778,23
584,838,19
138,899,20
266,1032,24
414,1048,25
468,1148,24
901,1246,21
248,1381,30
143,1404,23
107,1450,25
29,164,35
2,166,23
29,181,24
64,197,11
116,282,23
12,485,25
272,534,22
76,564,26
274,925,23
32,934,22
16,1017,15
1103,1236,33
1279,1300,23
688,1448,25
51,102,25
50,181,18
245,321,19
159,338,30
1,384,24
257,407,21
40,422,29
15,496,28
2,498,20
491,506,26
193,523,17
399,563,27
433,894,23
38,918,30
57,1057,27
1042,1081,19
358,1087,20
1047,1120,25
0,1184,22
11,1275,22
764,1318,31
877,1356,22
631,1358,25
1112,1393,35
581,1458,17
2,66,20
126,155,24
69,216,27
138,340,24
35,476,29
12,570,22
536,640,38
28,795,24
340,862,25
705,991,21
891,1085,15
290,1115,20
6,1249,28
917,1335,27
232,1394,24
27,28,20
17,172,26
22,188,16
106,198,24
21,210,24
50,248,25
403,482,27
301,632,28
52,642,21
622,690,21
140,762,22
84,768,26
89,900,25
519,904,22
230,1015,26
804,1055,25
421,1334,20
1235,1377,23
126,1472,28
1406,1485,18
2,111,26
56,193,19
168,293,30
30,300,20
91,324,22
0,458,29
17,539,21
48,547,22
563,824,27
664,843,22
580,848,21
245,880,19
251,958,27
641,1266,22
7,1318,20
58,1410,14
24,1426,24
122,1474,28
12,93,25
71,102,22
35,296,25
0,342,21
443,469,24
6,602,22
7,914,29
24,1035,23
450,1070,26
962,1148,25
53,1177,27
98,1342,25
553,1442,24
1253,1443,23
1402,1464,17
16,186,25
162,206,32
227,271,25
29,445,17
21,450,21
1,612,19
528,651,20
602,742,27
318,794,21
61,946,26
388,981,22
428,1059,25
946,1166,31
5,1179,24
0,1228,33
73,1233,19
58,1243,27
328,1257,29
46,1394,20
450,1428,21
0,70,14
19,168,21
25,187,28
72,374,24
11,432,20
223,491,14
200,556,19
439,675,20
457,813,30
823,883,28
366,1145,20
34,1482,17
2,9,28
2,73,27
6,183,30
18,308,22
497,584,22
247,768,23
296,863,23
22,1110,19
701,1175,31
732,1400,30
266,1430,17
2,136,24
107,226,32
213,559,27
287,607,21
517,676,25
20,974,25
0,1045,19
48,1101,22
377,1152,22
126,1153,21
885,1157,33
764,1202,27
73,106,18
21,125,26
507,713,26
2,774,25
801,833,15
683,871,19
9,1033,19
553,1343,24
589,1392,25
385,1457,29
4,1471,16
27,478,22
28,530,25
78,590,24
359,598,22
210,746,32
13,855,25
34,895,27
654,933,17
56,1126,21
37,1167,22
1351,1380,27
51,1410,25
35,49,22
90,97,19
144,156,20
4,185,21
29,358,16
290,436,21
387,458,19
159,480,19
491,653,32
0,749,15
53,764,25
27,900,26
642,1147,15
338,1412,29
57,1466,20
14,63,21
7,153,18
95,162,31
2,245,20
120,251,14
85,362,19
329,598,26
132,665,23
388,779,19
214,784,19
7,821,25
104,1133,26
58,1218,29
167,1279,27
461,1354,21
159,1384,23
1184,1458,29
13,34,25
5,237,17
0,273,21
148,301,24
29,346,15
11,495,13
427,512,19
73,516,27
42,543,18
467,565,19
260,741,23
638,806,23
328,829,26
271,901,19
28,1010,27
55,1103,23
643,1171,24
13,1228,24
143,180,19
8,230,23
6,285,16
27,407,28
398,437,18
343,729,23
89,872,18
39,1058,27
1040,1312,24
857,1495,22
7,19,24
0,56,29
87,269,21
29,359,19
44,620,28
664,892,23
326,958,23
657,999,25
21,1258,26
374,1278,28
230,1454,20
426,524,19
525,849,19
882,1005,25
44,1031,22
619,1034,32
799,1119,34
1138,1252,23
714,1361,22
238,1364,27
490,1395,16
899,1453,25
2,80,24
281,345,28
119,557,17
350,857,15
613,1052,27
21,1073,24
238,1178,24
733,1260,35
163,1328,19
774,1468,28
2,25,31
157,279,17
2,293,30
80,434,25
417,452,25
98,953,25
342,1125,27
11,1161,16
1110,1342,26
238,1346,17
209,1367,22
0,92,19
79,133,31
47,218,23
131,256,22
109,266,20
288,300,21
228,392,22
39,422,28
135,426,23
110,1004,26
209,1025,19
950,1301,15
10,35,19
132,249,22
256,421,26
937,1110,28
162,1162,23
0,79,23
10,189,30
204,290,34
518,525,29
14,664,22
309,790,23
760,805,24
56,940,25
466,1000,26
79,1208,24
348,1226,17
237,1248,28
21,41,19
250,291,17
29,470,29
367,558,26
9,633,21
39,887,20
886,993,15
252,1131,23
110,1249,18
481,1320,30
17,1341,19
376,1420,28
1187,1459,32
111,435,19
162,446,22
635,695,24
15,732,22
99,918,23
160,1080,22
358,1082,22
423,1352,19
198,1418,22
893,1426,28
143,1445,27
0,60,18
161,229,15
281,402,24
175,433,26
376,566,27
48,696,19
250,769,22
513,1091,27
151,1093,28
31,91,32
0,131,25
219,225,30
226,814,17
167,827,34
403,956,23
351,1121,22
235,1130,19
770,1217,28
13,47,18
3,85,23
261,297,31
452,471,27
618,659,15
2,1239,18
31,1289,27
188,228,22
84,353,13
332,382,14
1,593,23
2,876,33
252,1007,19
54,1254,19
214,1348,19
21,26,28
21,371,26
258,417,24
51,555,24
178,677,25
514,773,23
29,1189,25
415,1264,13
308,484,22
144,611,17
443,1478,23
2,23,13
2,27,25
26,33,26
32,64,28
179,223,23
145,246,15
55,466,28
665,780,18
670,1030,17
1041,1114,23
0,2,31
48,52,31
133,147,20
2,150,30
327,597,18
353,613,17
339,844,25
882,983,20
326,1259,17
102,108,14
33,346,24
21,361,30
338,879,15
50,939,19
463,995,24
343,1007,22
218,1438,15
2,64,20
52,283,17
15,329,26
58,655,13
183,995,16
882,1181,17
524,1353,17
0,67,22
147,241,27
76,262,30
179,650,15
41,1209,24
516,1219,31
1062,1334,27
0,93,30
110,127,20
85,385,21
38,388,27
210,687,21
561,749,12
93,766,23
399,784,21
734,1193,30
770,1387,29
321,585,22
370,938,20
237,1154,19
952,1315,27
31,1326,26
1365,1419,23
77,242,30
131,494,23
145,1186,26
589,1404,17
214,1477,20
505,560,21
29,622,19
2,755,18
104,791,15
794,830,18
12,13,35
162,516,18
1,966,28
308,1042,27
301,1112,25
953,1336,16
95,119,27
27,160,30
30,506,23
314,644,22
377,738,22
550,827,23
29,976,23
989,1062,30
620,1168,20
221,1207,19
984,1324,26
211,427,19
260,1085,31
331,1268,22
1193,1470,17
2,315,27
2,367,27
27,494,33
387,680,26
245,705,28
685,1322,26
242,1436,30
7,50,21
396,410,26
467,579,24
752,891,20
966,1036,29
11,609,18
436,1100,26
324,430,22
2,483,11
500,504,16
506,592,24
5,699,17
910,1448,15
4,33,18
495,735,25
51,860,17
12,878,19
689,935,25
61,1451,20
120,429,18
2,617,28
10,753,20
115,897,21
668,1203,21
327,1225,22
0,191,24
427,1010,21
18,1156,16
56,147,34
361,724,22
801,905,14
891,964,15
869,1075,13
228,1377,13
28,81,20
2,16,20
66,105,26
97,460,23
605,684,27
677,1224,18
71,1241,19
245,526,24
151,1263,20
22,354,20
30,245,21
300,500,17
226,544,18
432,573,25
55,711,23
12,72,18
471,903,27
528,944,18
53,1080,23
442,1234,25
1194,1257,24
111,117,27
80,1323,13
80,456,20
1,972,21
73,373,19
34,736,18
346,915,20
98,772,30
822,1132,26
47,134,27
12,156,22
658,687,20
0,1,11
110,114,26
141,295,30
52,936,15
11,22,24
198,1133,28
62,88,26
76,101,16
88,273,17
0,322,14
69,718,16
32,1325,18
714,857,25
239,1122,16
733,1309,23
110,239,24
26,807,22
690,1315,24
715,907,28
924,993,21
190,1245,21
0,116,27
254,533,27
822,1363,20
70,264,18
356,455,22
147,465,16
91,926,18
151,1161,25
175,237,19
497,785,19
358,1479,20
71,312,26
160,1240,18
33,864,21
6,154,17
180,765,25
450,846,19
1337,1355,25
79,902,15
619,1279,19
177,351,23
302,505,30
1200,1455,15
114,340,21
1257,1465,20
576,1020,25
11,377,15
750,1040,19
0,720,20
33,337,27
355,378,22
761,1018,21
160,679,24
421,428,30
680,698,14
10,252,17
70,283,18
533,1493,20
17,54,28
601,624,26
7,923,18
64,487,18
97,451,21
331,1076,15
501,1115,26
300,1140,19
69,1134,12
19,650,19
0,217,25
158,988,17
447,622,19
19,866,29
162,1420,10
270,457,18
0,957,13
